Contact_ID,Call_Date,Direction,cc_care_package,cc_care_package_discussed,cc_urgency_getting_on_site,cc_external_consultant,cc_agent_cross_sell_attempt,cc_customer_issues_concerns,cc_business_struggles_financial_hardship,cc_call_initiated_by,cc_questionnaire_completion,cc_chasing_response,cc_issues_within_questionnaire,cc_login_issues,cc_platform_issues,cc_dissatisfaction_time_to_complete,cc_process_complexity_concerns,cc_questions_harder_than_expected,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_start_score,cc_contractor_sentiment_end_score,cc_contractor_sentiment_overall_score,cc_contractor_sentiment_issues_score,cc_pricing_mentioned,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_suggest_leave,cc_contractor_complained,Co_Ref,Analysed_Call,Call_Year
594137000000.0,2025-01-15,in_bound,premier,yes,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,yes,dissatisfied,20,80,60,40,yes,yes,no,yes,yes,kj9098,1,2025
684558000000.0,2025-10-09,in_bound,standard,yes,no,no,no,yes,no,customer,no,no,not applicable,no,no,no,no,no,no,dissatisfied,20,60,60,40,yes,yes,yes,yes,yes,dg2564,1,2025
596363000000.0,2025-02-19,out_bound,express,yes,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,jb9381,1,2025
684558000000.0,2025-10-09,in_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,,no,yes,no,no,no,no,dissatisfied,20,80,80,20,yes,yes,no,yes,yes,kr2400,1,2025
677234000000.0,2025-07-01,in_bound,not discussed,no,yes,no,no,yes,yes,customer,no,no,,yes,no,no,yes,no,yes,dissatisfied,0,50,20,0,yes,yes,no,yes,yes,bx0353,1,2025
677090000000.0,2025-06-30,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,,no,no,no,no,no,no,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,fu6207,1,2025
592600000000.0,2024-12-17,in_bound,not discussed,no,no,no,no,no,yes,customer,no,no,,no,yes,no,yes,no,yes,dissatisfied,20,40,30,20,yes,yes,yes,yes,yes,ge1738,1,2024
595746000000.0,2025-02-10,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,,no,yes,no,yes,no,yes,dissatisfied,40,60,60,40,yes,yes,yes,yes,yes,ge1738,1,2025
690632000000.0,2025-12-22,in_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,,no,no,no,yes,no,no,dissatisfied,50,50,50,50,yes,yes,no,yes,yes,hd1337,1,2025
678084000000.0,2025-07-11,in_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,,no,yes,no,no,no,yes,neutral,50,60,55,50,yes,yes,yes,yes,yes,qs6640,1,2025
679955000000.0,2025-08-06,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,,no,yes,no,yes,no,yes,dissatisfied,50,20,20,20,no,no,yes,yes,yes,td6813,1,2025
687553000000.0,2025-11-14,in_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,,no,no,no,yes,no,no,dissatisfied,20,60,40,40,yes,yes,no,yes,yes,gl9081,1,2025
590559000000.0,2024-11-15,in_bound,not discussed,no,no,no,no,no,yes,customer,no,no,,no,yes,no,no,no,yes,dissatisfied,20,60,40,40,yes,yes,no,yes,yes,cq9953,1,2024
624978000000.0,2025-04-29,out_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,,no,no,no,no,no,no,dissatisfied,50,60,50,50,yes,yes,no,yes,yes,nd7200,1,2025
687862000000.0,2025-11-19,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,,no,no,no,yes,no,yes,dissatisfied,50,20,20,20,yes,yes,yes,yes,yes,ir1360,1,2025
685920000000.0,2025-10-27,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,not applicable,no,no,no,yes,no,yes,dissatisfied,20,10,10,10,no,no,no,yes,yes,tz7190,1,2025
594293000000.0,2025-01-16,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,not applicable,no,no,no,yes,no,yes,satisfied,40,90,90,90,yes,yes,yes,yes,yes,yf2574,1,2025
595603000000.0,2025-02-06,out_bound,not discussed,no,no,no,no,yes,no,agent,yes,no,yes,no,no,yes,yes,no,yes,dissatisfied,20,20,20,20,yes,yes,no,yes,yes,tv7209,1,2025
689718000000.0,2025-12-11,out_bound,not discussed,no,no,no,no,no,no,customer,yes,no,yes,no,no,no,no,no,no,"which was supposed to be included in their public liability insurance.""",neutral,50,80,80,80,no,no,contractor agreed to look into the issue and send over the correct document if necessary.,not applicable,kb3093,1,2025
622846000000.0,2025-03-28,in_bound,not discussed,no,no,no,no,yes,no,customer,yes,no,yes,no,no,yes,yes,no,yes,,,,,,,,,,,re5476,1,2025
676349000000.0,2025-06-18,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,not mentioned,no,no,no,no,no,no,dissatisfied,50,0,0,not discussed,no,no,no,yes,yes,sv8074,1,2025
596363000000.0,2025-02-18,out_bound,not discussed,no,no,no,no,yes,yes,agent,yes,no,yes,no,yes,no,yes,no,no,dissatisfied,20,40,60,60,yes,yes,no,yes,yes,nk3531,1,2025
678400000000.0,2025-07-16,out_bound,not discussed,no,no,no,no,yes,no,agent,yes,no,yes,no,no,yes,yes,no,no,dissatisfied,20,40,30,20,no,no,no,yes,yes,sg4268,1,2025
594703000000.0,2025-01-22,out_bound,not discussed,no,no,no,no,yes,no,agent,yes,no,yes,no,no,no,yes,no,yes,dissatisfied,20,60,60,20,no,no,no,yes,yes,su4549,1,2025
590914000000.0,2024-11-20,in_bound,not discussed,no,no,no,no,yes,no,customer,yes,no,yes,no,no,yes,yes,no,no,dissatisfied,20,80,80,20,no,no,no,yes,yes,mw2016,1,2024
591754000000.0,2024-12-05,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ax0523,1,2024
622409000000.0,2025-03-21,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,wr2288,1,2025
593696000000.0,2025-01-07,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,sk1770,1,2025
595301000000.0,2025-01-31,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,mt1805,1,2025
592601000000.0,2024-12-18,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,jn4646,1,2024
688585000000.0,2025-11-26,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,eq2869,1,2025
685919000000.0,2025-10-24,in_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,xb6908,1,2025
596041000000.0,2025-02-13,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,or0722,1,2025
683926000000.0,2025-10-01,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,nz8422,1,2025
689009000000.0,2025-12-03,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ye2281,1,2025
688889000000.0,2025-12-01,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,sb4788,1,2025
622283000000.0,2025-03-20,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,cp3098,1,2025
591235000000.0,2024-11-26,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,,,,,,,,,,,kp3758,1,2024
591634000000.0,2024-12-03,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,xx1601,1,2024
626392000000.0,2025-05-20,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,he9775,1,2025
688015000000.0,2025-11-20,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,gf4476,1,2025
684787000000.0,2025-10-10,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,jw2979,1,2025
622282000000.0,2025-03-19,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ay0894,1,2025
685631000000.0,2025-10-21,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,td7175,1,2025
595465000000.0,2025-02-04,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,dh9686,1,2025
625852000000.0,2025-05-13,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,qi0205,1,2025
687552000000.0,2025-11-13,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,rx3691,1,2025
565228000000.0,2024-10-24,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,kw3254,1,2024
686118000000.0,2025-10-27,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,zd9558,1,2025
689200000000.0,2025-12-05,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,lm2959,1,2025
591917000000.0,2024-12-09,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,hk0610,1,2024
685446000000.0,2025-10-20,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,er6616,1,2025
595302000000.0,2025-02-03,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ee2298,1,2025
676350000000.0,2025-06-18,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,rx3569,1,2025
591754000000.0,2024-12-05,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,lp8676,1,2024
565228000000.0,2024-10-24,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,px6594,1,2024
687353000000.0,2025-11-12,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,gb2427,1,2025
650532000000.0,2025-05-22,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,rt9787,1,2025
676350000000.0,2025-06-18,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,zc3586,1,2025
622409000000.0,2025-03-21,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ge1990,1,2025
678698000000.0,2025-07-21,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ta0158,1,2025
691673000000.0,2026-01-06,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,li9364,1,2026
624343000000.0,2025-04-22,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,mh8749,1,2025
592748000000.0,2024-12-20,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,yes,no,no,no,,,,,,,,,,,wz5097,1,2024
687352000000.0,2025-11-11,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,kw2696,1,2025
684210000000.0,2025-10-06,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,cl2155,1,2025
689552000000.0,2025-12-09,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,hs2163,1,2025
677411000000.0,2025-07-04,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,rd3871,1,2025
689717000000.0,2025-12-10,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ee1362,1,2025
677235000000.0,2025-07-02,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,uc6640,1,2025
597368000000.0,2025-03-05,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,yes,no,no,,,,,,,,,,,ka7833,1,2025
623475000000.0,2025-04-07,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"can you hear me?""""""",neutral,50,50,not discussed,not discussed,no,no,contractor responded to the agent's attempt to establish a connection.,not applicable,ck6286,1,2025
597368000000.0,2025-03-05,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"can you hear me?""""""",neutral,50,50,not discussed,not discussed,no,no,the contractor did not respond to the agent's actions as the call seemed to be disconnected or unclear.,not applicable,sf1850,1,2025
687353000000.0,2025-11-12,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"but there is no response or engagement from the agent.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to any actions from the agent.,not applicable,zf4327,1,2025
681583000000.0,2025-08-29,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"without any further context or discussion.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to any actions as the conversation is incomplete.,not applicable,ng9115,1,2025
594703000000.0,2025-01-23,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"indicating a potential connection issue or the start of the call.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to any actions by the agent as the conversation was incomplete.,not applicable,hx6117,1,2025
687352000000.0,2025-11-11,out_bound,not discussed,no,yes,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"let's go"""" twice without any clear topic or issue being discussed.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to any actions by the agent as the conversation is incomplete and lacks context.,not applicable,kv8261,1,2025
651251000000.0,2025-06-03,in_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"but there is no response or further conversation.""",not discussed,50,not discussed,not discussed,not discussed,no,no,the contractor did not respond to the agent's actions.,not applicable,mw8533,1,2025
590736000000.0,2024-11-18,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"come on.""""""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to the agent's actions.,not applicable,mi3501,1,2024
678699000000.0,2025-07-22,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"but there is no further conversation to analyze.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to any actions from the agent.,not applicable,di2055,1,2025
590914000000.0,2024-11-20,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"and no further dialogue or context is provided.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to any actions by the agent as the conversation was incomplete.,not applicable,et0956,1,2024
651877000000.0,2025-06-11,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"indicating a potential connection issue or a call that was not fully initiated.""",not discussed,50,50,not discussed,not discussed,no,no,contractor did not respond to any actions as the conversation was not fully initiated.,not applicable,ct6776,1,2025
591634000000.0,2024-12-03,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"indicating a potential connection issue.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to the agent's actions.,not applicable,xx1601,1,2024
650977000000.0,2025-05-30,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"can you hear me?""""""",not discussed,50,50,not discussed,not discussed,no,no,the contractor responded to the agent's attempt to establish a connection.,not applicable,jt2656,1,2025
624978000000.0,2025-04-29,in_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"indicating a possible connection issue or a dropped call.""",not discussed,50,50,not discussed,not discussed,no,no,the contractor did not respond to the agent's actions as the conversation was incomplete.,not applicable,sf4820,1,2025
625381000000.0,2025-05-07,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"and the agent helped her understand the next steps.""",neutral,50,80,80,not discussed,no,no,the contractor was appreciative of the agent's help and agreed to follow up with the other company.,not applicable,ab6721,1,2025
595302000000.0,2025-02-03,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"and the agent explained that the company only requires a copy of the customer's existing insurance for their records.""",satisfied,50,90,90,90,no,no,the contractor was satisfied with the agent's explanation and appreciated the clarification.,not applicable,qa3695,1,2025
685632000000.0,2025-10-22,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,no,no,no,no,yes,no,no,julian,investigated and resolved the issue,"which was caused by an expired ssip provider claim.""",satisfied,20,90,80,80,no,the contractor was appreciative of the agent's efforts and requested an email to confirm the resolution for their client.,oj9500,1,2025
565597000000.0,2024-10-31,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"which the agent explained and clarified that his membership fee includes the accreditation. the agent then transferred anthony to the renewal team to confirm the payment details.""",satisfied,50,90,90,90,yes,no,"the contractor was satisfied with the agent's explanation and actions, and thanked the agent for their help.",not applicable,li0456,1,2024
679956000000.0,2025-08-07,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"and the agent assisted him with the request and offered additional help.""",satisfied,80,100,100,not discussed,yes,no,the contractor was satisfied with the agent's actions and thanked him for his assistance.,not applicable,fn7209,1,2025
623776000000.0,2025-04-11,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,"and then confirming if the agent could hear them.""",neutral,50,50,not discussed,not discussed,no,no,the contractor responded with repeated greetings until the agent acknowledged them and confirmed they could hear.,not applicable,gb2832,1,2025
687159000000.0,2025-11-10,in_bound,not discussed,no,yes,no,no,no,no,customer,no,no,no,no,yes,no,yes,no,no,"and the agent offered to investigate and resolve the issue.""",neutral,50,80,80,80,no,no,"the contractor was cooperative and provided necessary information to the agent, and seemed satisfied with the agent's efforts to resolve the issue.",not applicable,dj0914,1,2025
596041000000.0,2025-02-12,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"and the agent assisted her with the process.""",satisfied,50,90,90,90,no,no,"the contractor was cooperative and appreciative of the agent's help, and agreed to proceed with the full assessment.",not applicable,sb9707,1,2025
590438000000.0,2024-11-12,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,yes,no,yes,"what the hell? no?""""""",dissatisfied,0,0,0,not discussed,no,no,the contractor responded with confusion and frustration.,not applicable,ya3144,1,2024
594581000000.0,2025-01-22,in_bound,not discussed,no,yes,no,no,yes,no,customer,no,no,no,no,yes,no,no,no,no,"despite having updated their documents. the agent helped resolve the issue and confirmed that everything was up-to-date on their end.""",satisfied,50,90,80,80,no,no,"the contractor was satisfied with the agent's explanation and actions, and agreed to email the client to resolve the issue.",not applicable,et6692,1,2025
688586000000.0,2025-11-27,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,yes,no,no,"which couldn't be used for another approval.""",neutral,50,80,70,70,no,no,"the contractor appreciated the agent's explanation and acknowledged the issue, deciding to speak with someone else to resolve the matter.",not applicable,hs2554,1,2025
688704000000.0,2025-11-28,in_bound,not discussed,no,yes,no,no,yes,no,customer,no,no,no,no,no,no,yes,no,yes,"but was informed that it had expired and needed to be reinstated separately.""",dissatisfied,20,60,40,20,no,no,"the contractor appreciated the agent's help and willingness to resolve the issue urgently, providing his direct mobile number for follow-up.",not applicable,ff3324,1,2025
623776000000.0,2025-04-11,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,neutral,50,50,not discussed,not discussed,no,no,no,the contractor repeats his request due to a poor connection.,not applicable,ah0535,1,2025
689923000000.0,2025-12-12,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,neutral,80,90,85,80,yes,no,no,"the contractor was cooperative and provided the necessary information, and seemed appreciative of the agent's help.",not applicable,qb7826,1,2025
688014000000.0,2025-11-19,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,but the certificate doesn't reflect this change. the agent,chris,helped him understand the situation and advised him to follow up with the customer care advisor,"owen davis.""",neutral,50,70,60,no,"the agent checked the customer's certificate and verification status, explained the process, and advised the customer to follow up with the customer care advisor.",db7525,1,2025
684085000000.0,2025-10-02,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,not discussed,50,50,not discussed,not discussed,no,no,no,"the contractor repeatedly tried to initiate a conversation, but received no response from the agent.",not applicable,fw4448,1,2025
684787000000.0,2025-10-10,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,neutral,50,80,80,not discussed,no,no,no,"brilliant.""""""",not applicable,km8530,1,2025
686118000000.0,2025-10-27,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,neutral,50,50,not discussed,not discussed,no,no,no,"okay"""" when told they would be brought back later.""",not applicable,tp7977,1,2025
594580000000.0,2025-01-21,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,satisfied,50,90,90,90,yes,no,no,the contractor was satisfied with the agent's explanation and thanked them for their help.,not applicable,bz1029,1,2025
684557000000.0,2025-10-08,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,yes,no,no,satisfied,50,80,80,80,no,no,no,yes,yes,yf4082,1,2025
621700000000.0,2025-03-11,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,yes,no,yes,no,no,neutral,50,80,80,80,yes,yes,no,yes,yes,xm6295,1,2025
591087000000.0,2024-11-25,in_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,no,no,no,no,no,no,no,neutral,50,60,55,40,yes,yes,no,yes,yes,om3286,1,2024
689009000000.0,2025-12-03,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,no,no,yes,no,no,no,no,satisfied,50,90,85,80,yes,yes,yes,yes,yes,on8433,1,2025
592600000000.0,2024-12-17,in_bound,not discussed,no,yes,no,no,yes,yes,customer,no,no,no,no,no,no,no,no,no,satisfied,40,90,90,90,yes,yes,no,yes,yes,fc7627,1,2024
595927000000.0,2025-02-12,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,yes,satisfied,50,90,80,80,no,no,no,yes,yes,qa9843,1,2025
677897000000.0,2025-07-09,out_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,no,yes,no,no,no,no,no,neutral,50,60,50,30,yes,yes,no,yes,yes,oi5992,1,2025
682340000000.0,2025-09-09,out_bound,not discussed,no,no,no,no,no,no,not relevant,no,no,no,no,no,no,no,no,no,not discussed,50,0,not discussed,not discussed,no,no,no,yes,yes,dc8779,1,2025
