Contact_ID,Call_Date,Direction,cc_care_package,cc_care_package_discussed,cc_urgency_getting_on_site,cc_external_consultant,cc_agent_cross_sell_attempt,cc_customer_issues_concerns,cc_business_struggles_financial_hardship,cc_call_initiated_by,cc_questionnaire_completion,cc_chasing_response,cc_issues_within_questionnaire,cc_login_issues,cc_platform_issues,cc_dissatisfaction_time_to_complete,cc_process_complexity_concerns,cc_questions_harder_than_expected,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_start_score,cc_contractor_sentiment_end_score,cc_contractor_sentiment_overall_score,cc_contractor_sentiment_issues_score,cc_pricing_mentioned,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_suggest_leave,cc_contractor_complained,Co_Ref,Analysed_Call,Call_Year
5.91754E+11,05-12-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,AX0523,1,2024
6.22409E+11,21-03-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,WR2288,1,2025
5.93696E+11,07-01-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,SK1770,1,2025
5.95301E+11,31-01-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,MT1805,1,2025
5.92601E+11,18-12-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,JN4646,1,2024
6.88585E+11,26-11-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,EQ2869,1,2025
6.85919E+11,24-10-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,XB6908,1,2025
5.96041E+11,13-02-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,OR0722,1,2025
6.83926E+11,01-10-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,NZ8422,1,2025
6.89009E+11,03-12-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,YE2281,1,2025
6.88889E+11,01-12-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,SB4788,1,2025
6.22283E+11,20-03-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,CP3098,1,2025
5.91235E+11,26-11-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No,,,,,,,,,,,KP3758,1,2024
5.91634E+11,03-12-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,XX1601,1,2024
6.26392E+11,20-05-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,HE9775,1,2025
6.88015E+11,20-11-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,GF4476,1,2025
6.84787E+11,10-10-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,JW2979,1,2025
6.22282E+11,19-03-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,AY0894,1,2025
6.85631E+11,21-10-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,TD7175,1,2025
5.95465E+11,04-02-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,DH9686,1,2025
6.25852E+11,13-05-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,QI0205,1,2025
6.87552E+11,13-11-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,RX3691,1,2025
5.65228E+11,24-10-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,KW3254,1,2024
6.86118E+11,27-10-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,ZD9558,1,2025
6.892E+11,05-12-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,LM2959,1,2025
5.91917E+11,09-12-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,HK0610,1,2024
6.85446E+11,20-10-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,ER6616,1,2025
5.95302E+11,03-02-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,EE2298,1,2025
6.7635E+11,18-06-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,RX3569,1,2025
5.91754E+11,05-12-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,LP8676,1,2024
5.65228E+11,24-10-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,PX6594,1,2024
6.87353E+11,12-11-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,GB2427,1,2025
6.50532E+11,22-05-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,RT9787,1,2025
6.7635E+11,18-06-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,ZC3586,1,2025
6.22409E+11,21-03-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,GE1990,1,2025
6.78698E+11,21-07-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,TA0158,1,2025
6.91673E+11,06-01-2026,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,LI9364,1,2026
6.24343E+11,22-04-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,MH8749,1,2025
5.92748E+11,20-12-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,WZ5097,1,2024
6.87352E+11,11-11-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,KW2696,1,2025
6.8421E+11,06-10-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,CL2155,1,2025
6.89552E+11,09-12-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,HS2163,1,2025
6.77411E+11,04-07-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,RD3871,1,2025
6.89717E+11,10-12-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No,,,,,,,,,,,EE1362,1,2025
6.77235E+11,02-07-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,No,No,No,,,,,,,,,,,UC6640,1,2025
5.97368E+11,05-03-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,KA7833,1,2025
6.23475E+11,07-04-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," can you hear me?""""""",Neutral,50,50,Not Discussed,Not Discussed,No,No,Contractor responded to the agent's attempt to establish a connection.,Not Applicable,CK6286,1,2025
5.97368E+11,05-03-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," can you hear me?""""""",Neutral,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to the Agent's actions as the call seemed to be disconnected or unclear.,Not Applicable,SF1850,1,2025
6.87353E+11,12-11-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," but there is no response or engagement from the agent.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to any actions from the Agent.,Not Applicable,ZF4327,1,2025
6.81583E+11,29-08-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," without any further context or discussion.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The contractor did not respond to any actions as the conversation is incomplete.,Not Applicable,NG9115,1,2025
5.94703E+11,23-01-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," indicating a potential connection issue or the start of the call.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to any actions by the Agent as the conversation was incomplete.,Not Applicable,HX6117,1,2025
6.87352E+11,11-11-2025,OUT_BOUND,Not Discussed,No,Yes,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," let's go"""" twice without any clear topic or issue being discussed.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to any actions by the Agent as the conversation is incomplete and lacks context.,Not Applicable,KV8261,1,2025
6.51251E+11,03-06-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," but there is no response or further conversation.""",Not Discussed,50,Not Discussed,Not Discussed,Not Discussed,No,No,The Contractor did not respond to the Agent's actions.,Not Applicable,MW8533,1,2025
6.89552E+11,08-12-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," indicating they are trying to initiate the call.""",Neutral,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to the Agent's actions.,Not Applicable,,1,2025
6.91674E+11,07-01-2026,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,Yes,No,No,No,No," then puts them on hold. The conversation is incomplete as it cuts off after the agent's greeting.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,"""The Contractor suggested """"safe contact"""" before being put on hold.""",Not Applicable,,1,2026
5.90736E+11,18-11-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," come on.""""""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to the Agent's actions.,Not Applicable,MI3501,1,2024
6.78699E+11,22-07-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," but there is no further conversation to analyze.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to any actions from the Agent.,Not Applicable,DI2055,1,2025
5.90914E+11,20-11-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," and no further dialogue or context is provided.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to any actions by the Agent as the conversation was incomplete.,Not Applicable,ET0956,1,2024
6.51877E+11,11-06-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," indicating a potential connection issue or a call that was not fully initiated.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,Contractor did not respond to any actions as the conversation was not fully initiated.,Not Applicable,CT6776,1,2025
5.91634E+11,03-12-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," indicating a potential connection issue.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to the Agent's actions.,Not Applicable,XX1601,1,2024
6.50977E+11,30-05-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," can you hear me?""""""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor responded to the Agent's attempt to establish a connection.,Not Applicable,JT2656,1,2025
6.24978E+11,29-04-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," indicating a possible connection issue or a dropped call.""",Not Discussed,50,50,Not Discussed,Not Discussed,No,No,The Contractor did not respond to the Agent's actions as the conversation was incomplete.,Not Applicable,SF4820,1,2025
6.25381E+11,07-05-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," and the agent helped her understand the next steps.""",Neutral,50,80,80,Not Discussed,No,No,The Contractor was appreciative of the Agent's help and agreed to follow up with the other company.,Not Applicable,AB6721,1,2025
5.95302E+11,03-02-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," and the agent explained that the company only requires a copy of the customer's existing insurance for their records.""",Satisfied,50,90,90,90,No,No,The Contractor was satisfied with the Agent's explanation and appreciated the clarification.,Not Applicable,QA3695,1,2025
6.85632E+11,22-10-2025,IN_BOUND,Not Discussed,No,No,No,No,Yes,No,Customer,No,No,No,No,No,No,Yes,No,No, Julian, investigated and resolved the issue," which was caused by an expired SSIP provider claim.""",Satisfied,20,90,80,80,No,The Contractor was appreciative of the Agent's efforts and requested an email to confirm the resolution for their client.,OJ9500,1,2025
5.65597E+11,31-10-2024,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," which the agent explained and clarified that his membership fee includes the accreditation. The agent then transferred Anthony to the renewal team to confirm the payment details.""",Satisfied,50,90,90,90,Yes,No,"The Contractor was satisfied with the Agent's explanation and actions, and thanked the Agent for their help.",Not Applicable,LI0456,1,2024
6.79956E+11,07-08-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," and the agent assisted him with the request and offered additional help.""",Satisfied,80,100,100,Not Discussed,Yes,No,The Contractor was satisfied with the Agent's actions and thanked him for his assistance.,Not Applicable,FN7209,1,2025
6.23776E+11,11-04-2025,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Not Relevant,No,No,No,No,No,No,No,No,No," and then confirming if the agent could hear them.""",Neutral,50,50,Not Discussed,Not Discussed,No,No,The Contractor responded with repeated greetings until the Agent acknowledged them and confirmed they could hear.,Not Applicable,GB2832,1,2025
6.87159E+11,10-11-2025,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,No,No,No,No,Yes,No,Yes,No,No," and the agent offered to investigate and resolve the issue.""",Neutral,50,80,80,80,No,No,"The Contractor was cooperative and provided necessary information to the Agent, and seemed satisfied with the Agent's efforts to resolve the issue.",Not Applicable,DJ0914,1,2025
5.96041E+11,12-02-2025,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,No,No,No,No,No,No,No,No," and the agent assisted her with the process.""",Satisfied,50,90,90,90,No,No,"The Contractor was cooperative and appreciative of the Agent's help, and agreed to proceed with the full assessment.",Not Applicable,SB9707,1,2025
5.90438E+11,12-11-2024,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,No,No,No,No,No,No,Yes,No,Yes," what the hell? No?""""""",Dissatisfied,0,0,0,Not Discussed,No,No,The Contractor responded with confusion and frustration.,Not Applicable,YA3144,1,2024
